time(yyyymm) ts_sst
196807 26.617812
196808 26.442779
196809 26.548830
196810 26.861456
196811 26.974302
196812 27.019031
196901 27.131921
196902 27.368774
196903 27.702613
196904 27.948792
196905 27.844200
196906 27.322550
196907 26.777677
196908 26.571691
196909 26.701745
196910 26.928700
196911 27.097931
196912 27.099218
197001 27.149994
197002 27.233850
197003 27.560010
197004 27.721751
197005 27.551167
197006 26.982375
197007 26.464280
197008 26.209355
197009 26.323581
197010 26.502660
197011 26.607101
197012 26.458889
197101 26.461329
197102 26.609391
197103 26.936504
197104 27.274515
197105 27.170890
197106 26.723054
197107 26.294731
197108 26.105207
197109 26.192703
197110 26.318656
197111 26.457445
197112 26.398650
197201 26.594780
197202 26.908120
197203 27.124234
197204 27.482560
197205 27.460162
197206 27.159029
197207 26.752198
197208 26.596283
197209 26.690294
197210 27.046074
197211 27.221454
197212 27.297082
197301 27.219697
197302 27.269391
197303 27.508739
197304 27.682117
197305 27.536085
197306 27.050534
197307 26.573133
197308 26.347969
197309 26.371181
197310 26.539747
197311 26.584412
197312 26.435203
197401 26.336126
197402 26.529186
197403 26.878181
197404 27.195331
197405 27.168756
197406 26.793258
197407 26.406666
197408 26.254364
197409 26.295039
197410 26.427305
197411 26.545058
197412 26.494762
197501 26.491188
197502 26.689970
197503 26.991541
197504 27.214942
197505 27.144469
197506 26.703428
197507 26.312639
197508 26.069729
197509 26.020801
197510 26.195902
197511 26.277742
197512 26.243190
197601 26.214953
197602 26.474372
197603 26.811164
197604 27.122211
197605 27.089659
197606 26.843725
197607 26.414478
197608 26.223418
197609 26.396836
197610 26.698627
197611 26.873006
197612 26.796214
197701 26.884954
197702 27.005179
197703 27.242956
197704 27.497302
197705 27.490856
197706 27.088741
197707 26.581993
197708 26.369611
197709 26.480617
197710 26.714189
197711 26.863987
197712 26.856007
197801 26.888213
197802 27.000245
197803 27.310486
197804 27.476787
197805 27.361224
197806 26.915528
197807 26.498264
197808 26.273843
197809 26.339110
197810 26.554745
197811 26.752718
197812 26.763947
197901 26.885913
197902 27.033732
197903 27.372390
197904 27.683547
197905 27.565704
197906 27.152953
197907 26.609574
197908 26.414181
197909 26.547565
197910 26.801716
197911 26.985661
197912 26.990455
198001 27.029229
198002 27.122982
198003 27.427083
198004 27.695038
198005 27.645183
198006 27.156962
198007 26.678039
198008 26.454282
198009 26.565580
198010 26.737163
198011 26.869273
198012 26.785297
198101 26.735852
198102 26.844933
198103 27.251741
198104 27.529379
198105 27.472945
198106 27.021422
198107 26.585300
198108 26.358317
198109 26.540833
198110 26.817483
198111 26.904614
198112 26.876623
198201 26.859943
198202 27.016818
198203 27.342295
198204 27.624943
198205 27.607015
198206 27.187605
198207 26.643517
198208 26.497725
198209 26.630805
198210 26.976084
198211 27.174158
198212 27.208438
198301 27.228840
198302 27.453708
198303 27.693464
198304 27.852404
198305 27.764888
198306 27.412205
198307 26.888477
198308 26.630034
198309 26.638584
198310 26.778910
198311 26.877370
198312 26.872342
198401 26.893020
198402 27.057541
198403 27.397098
198404 27.615731
198405 27.412986
198406 26.966189
198407 26.545995
198408 26.358214
198409 26.521620
198410 26.655971
198411 26.778049
198412 26.655214
198501 26.666051
198502 26.880030
198503 27.129853
198504 27.393265
198505 27.315070
198506 26.907314
198507 26.532798
198508 26.353790
198509 26.428596
198510 26.653130
198511 26.846576
198512 26.835980
198601 26.779142
198602 27.026190
198603 27.312488
198604 27.560261
198605 27.510643
198606 27.134775
198607 26.726123
198608 26.481022
198609 26.641265
198610 26.882395
198611 27.088460
198612 27.028520
198701 27.035124
198702 27.206367
198703 27.658393
198704 27.870489
198705 27.867492
198706 27.482697
198707 27.049054
198708 26.874318
198709 27.012993
198710 27.241256
